source_id,sequence_name,original_stem,split,merged_stem,holdout_group,note
gnew,new_clothes_flat_2507,01421,train,gnew__01421,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01422,test,gnew__01422,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01423,test,gnew__01423,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01424,val,gnew__01424,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01425,train,gnew__01425,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01426,val,gnew__01426,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01427,train,gnew__01427,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01428,train,gnew__01428,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01429,val,gnew__01429,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01430,train,gnew__01430,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01431,train,gnew__01431,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01432,val,gnew__01432,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01433,test,gnew__01433,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01434,train,gnew__01434,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01435,train,gnew__01435,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01436,train,gnew__01436,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01437,test,gnew__01437,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01438,train,gnew__01438,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01439,test,gnew__01439,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01440,train,gnew__01440,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01441,test,gnew__01441,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01442,train,gnew__01442,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01443,test,gnew__01443,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01444,train,gnew__01444,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01445,train,gnew__01445,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01446,train,gnew__01446,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01447,train,gnew__01447,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01448,train,gnew__01448,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01449,train,gnew__01449,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01450,train,gnew__01450,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01451,train,gnew__01451,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01452,train,gnew__01452,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01453,train,gnew__01453,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01454,train,gnew__01454,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01455,val,gnew__01455,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01456,test,gnew__01456,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01457,train,gnew__01457,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01458,train,gnew__01458,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01459,val,gnew__01459,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01460,test,gnew__01460,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01461,train,gnew__01461,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01462,train,gnew__01462,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01463,train,gnew__01463,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01464,train,gnew__01464,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01465,train,gnew__01465,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01466,train,gnew__01466,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01467,train,gnew__01467,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01468,train,gnew__01468,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01469,train,gnew__01469,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01470,train,gnew__01470,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01471,train,gnew__01471,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01472,train,gnew__01472,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01473,train,gnew__01473,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01474,train,gnew__01474,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01475,train,gnew__01475,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01476,val,gnew__01476,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01477,train,gnew__01477,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01478,train,gnew__01478,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01479,val,gnew__01479,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01480,test,gnew__01480,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01481,train,gnew__01481,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01482,train,gnew__01482,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01483,train,gnew__01483,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01484,train,gnew__01484,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01485,train,gnew__01485,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01486,train,gnew__01486,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01487,train,gnew__01487,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01488,train,gnew__01488,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01489,val,gnew__01489,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01490,val,gnew__01490,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01491,train,gnew__01491,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01492,train,gnew__01492,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01493,train,gnew__01493,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01494,train,gnew__01494,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01495,train,gnew__01495,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01496,train,gnew__01496,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01497,test,gnew__01497,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01498,val,gnew__01498,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01499,train,gnew__01499,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01500,train,gnew__01500,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01501,train,gnew__01501,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01502,train,gnew__01502,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01503,train,gnew__01503,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01504,train,gnew__01504,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01505,train,gnew__01505,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01506,val,gnew__01506,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01507,train,gnew__01507,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01508,train,gnew__01508,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01509,val,gnew__01509,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01510,val,gnew__01510,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01511,train,gnew__01511,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01512,train,gnew__01512,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01513,train,gnew__01513,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01514,val,gnew__01514,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01515,train,gnew__01515,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01516,train,gnew__01516,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01517,train,gnew__01517,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01518,train,gnew__01518,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01519,train,gnew__01519,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01520,train,gnew__01520,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01521,train,gnew__01521,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01522,train,gnew__01522,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01523,train,gnew__01523,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01524,train,gnew__01524,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01525,train,gnew__01525,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01526,test,gnew__01526,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01527,val,gnew__01527,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01528,train,gnew__01528,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01529,train,gnew__01529,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01530,test,gnew__01530,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01531,train,gnew__01531,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01532,train,gnew__01532,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01533,train,gnew__01533,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01534,val,gnew__01534,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01535,train,gnew__01535,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01536,val,gnew__01536,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01537,val,gnew__01537,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01538,train,gnew__01538,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01539,train,gnew__01539,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01540,train,gnew__01540,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01541,train,gnew__01541,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01542,val,gnew__01542,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01543,train,gnew__01543,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01544,train,gnew__01544,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01545,train,gnew__01545,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01546,train,gnew__01546,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01547,train,gnew__01547,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01548,train,gnew__01548,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01549,train,gnew__01549,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01550,train,gnew__01550,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01551,val,gnew__01551,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01552,train,gnew__01552,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01553,train,gnew__01553,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01554,train,gnew__01554,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01555,train,gnew__01555,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01556,train,gnew__01556,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01557,train,gnew__01557,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01558,train,gnew__01558,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01559,val,gnew__01559,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01560,train,gnew__01560,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01561,test,gnew__01561,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01562,train,gnew__01562,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01563,train,gnew__01563,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01564,train,gnew__01564,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01565,test,gnew__01565,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01566,test,gnew__01566,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01567,train,gnew__01567,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01568,test,gnew__01568,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01569,train,gnew__01569,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,01570,train,gnew__01570,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
